date,uk,mexico,japan,korea,thailand,switzerland,us
2002-03-18,11.055192782099537,9.68519965790056,27.76744369930247,21.379897405791173,18.68117546547942,13.543717120929955,16.380463639097908
2002-03-19,7.568156864401756,11.573989622363145,12.297897496999127,22.963923989744575,23.548172874603594,7.879930423247523,8.858344459140463
2002-03-20,12.401752740565621,13.692649513504554,24.335160336060515,32.50052852191814,17.898321749914093,6.138677039438602,12.266093496616827
2002-03-21,10.125348686922178,17.78814055700578,23.1424439685376,21.449567560402475,24.150098234489917,12.692655727795305,19.14364585161749
2002-03-22,8.840612093485687,18.14850166555915,20.486936797540505,38.748506913142094,16.677381420334495,12.451422591806523,13.616123923140758
2002-03-25,23.067862902881334,9.941720953513999,25.12386287458136,24.4951803138305,18.170093843503132,13.787143599072035,15.67515660555871
2002-03-26,13.86942327390313,17.89842654394325,44.744519349354064,14.578020937464187,10.993377189831701,18.0719982336497,17.719012892300785
2002-03-27,8.662974227382046,9.340960608607464,27.65991831914324,23.418612306593644,22.564666043881715,6.362152259375978,12.817903568248179
2002-03-28,14.109416016964072,11.654426516998189,13.225017836602108,30.426241851857576,16.5755493463871,8.182567304217418,11.768582495681265
2002-03-29,14.109416016964072,13.97231686342478,29.693155941300187,18.526808591007278,27.895519133225765,7.501868799697535,11.768582495681265
2002-04-01,14.109416016964072,16.288917939534482,15.807771781070992,23.190459316944928,18.904442236603604,6.805417324200041,18.56699893762417
2002-04-02,9.768268110203351,10.329543115320606,20.131041511907494,40.27391404767748,17.285288987812716,6.087795701940864,8.542479801743655
2002-04-03,8.800014286061433,13.814170525126727,44.1564043331581,22.741169062154796,20.683609466221835,17.972510904576037,20.633332285776422
2002-04-04,13.641777153232027,14.41873367470726,24.1423732241699,17.298717495231617,16.187413367367178,13.925482908902737,12.94859643869023
2002-04-05,13.474206944307305,14.589660164460975,13.359255994263572,27.54946310065248,17.3543792420811,8.728031575746408,16.832632074579585
2002-04-08,20.688931073171048,5.814343174922221,20.1591573049138,30.033562771622197,20.864127624438584,17.314585219122982,17.001317227418735
2002-04-09,13.188776402072367,11.436514075743169,20.352047867967524,25.76992507909541,18.04837597573674,7.154723091251186,12.080100183506605
2002-04-10,18.74683516709911,24.05285845346548,26.89830686889609,23.82285257971474,12.09013018957647,13.646662055842029,11.072519529442449
2002-04-11,19.962910227743336,29.336459946455463,15.327533208178732,32.07594638588274,13.490113180172884,16.726224613663778,20.607027425881945
2002-04-12,10.22714523169024,20.235397995962735,26.52299023901946,20.42689337407033,13.949104953428836,10.45506056061143,9.975974131050892
2002-04-15,11.926907293434526,8.167169266708667,21.257340563638095,22.216262442735722,15.15891298874582,11.514575053181467,17.3615541369054
2002-04-16,8.25074146191209,13.661349282497442,16.416888511945512,20.30917984097762,15.476392758718285,10.261873436792877,19.412483036096116
2002-04-17,9.516567338166318,6.660753464393809,11.825736000145564,15.75677497085885,14.99038013977772,7.5057768402131115,11.757475526106246
2002-04-18,14.67948427021577,26.202277046882806,16.594040433177323,20.85975815722219,14.325083705237384,13.021473928674027,26.63015605847218
2002-04-19,9.843347683205184,12.967622094303518,16.967626023843295,23.86104430298078,21.310022701535804,8.069638087768602,7.752916019760398
2002-04-22,7.668256685105587,9.505527633736852,18.661090094260665,45.456240808975146,15.238444653901423,8.96719708754949,16.185685043875782
2002-04-23,17.58801908780741,11.414919244319792,26.35672954460646,25.822412146742213,13.742540373768211,14.2346580160034,13.668852306462359
2002-04-24,13.90100865903083,15.048375506306492,15.477412792436049,31.474060281553584,16.19184449599965,7.707761684777005,18.546704425359366
2002-04-25,27.564682015802116,17.30467106936895,14.450327158023418,34.07699731834229,18.61906142030931,19.746510930456154,12.227071413115084
2002-04-26,18.645680245271766,7.506609217281213,22.572640479206875,22.874367444066507,8.96872424113658,12.501189535654456,20.53527490576539
2002-04-29,12.99435276987739,12.386861947106908,17.742965842314458,47.160505615474584,10.687559343576169,16.91698980935462,16.041408912346828
2002-04-30,9.727167794138253,4.824009062493297,12.56957951858984,30.148446229721298,14.426321806859344,11.218390254078974,21.602140689520024
2002-05-01,10.959409699828186,8.889705746005951,7.587530096061645,28.436403680167917,16.296192281203286,11.68598186905687,28.21611865508929
2002-05-02,14.434050386551823,10.78163551280739,9.287767884317025,26.634277485054753,16.83354973397679,10.648884198775807,15.353942856158293
2002-05-03,23.305776171179378,17.999156407989407,14.591836328234125,37.0280950224747,15.646988594122954,17.104294329208532,16.340286192894492
2002-05-06,23.305776171179378,12.428406919944218,19.938380684570205,19.584384748116154,13.609685780566203,12.205568015011407,20.055318164323925
2002-05-07,26.709923658848567,14.449609386226026,25.339189618577873,17.731579268918626,11.578278106668026,20.285927827363707,12.479236161756
2002-05-08,12.741941762892269,14.919213512652435,21.58425028754047,21.281004725216754,18.215984451804555,15.135681700239365,27.33311020199874
2002-05-09,10.028922642352835,15.51377496681029,12.954502120108819,34.1973249055816,16.13360640913155,9.229730965345956,12.652663824581477
2002-05-10,10.29953395321951,12.942632412750507,7.764495705461247,43.64992308696809,18.913318382127862,11.253110693032792,19.88537248414502
2002-05-13,14.567885455863042,17.142489938097192,14.338693035746905,33.07269782265529,6.905728561766959,11.783305436305746,16.77129820134933
2002-05-14,19.73533806511751,9.324506549636908,18.507421373350468,21.302947256812107,8.756971020291191,14.153780020381813,16.461417938465484
2002-05-15,8.392036045900978,19.007879831038615,19.30969830499692,18.926288255050398,18.03816421753614,10.390933878780299,18.412336205688103
2002-05-16,9.603669310260189,11.689210953816987,19.12977817031381,16.28296347374461,12.843391596377602,12.206071577907286,10.385624322814406
2002-05-17,17.529906188396826,11.92424899079096,12.707349615084365,15.701092066699132,9.757111623301268,12.46420605255639,8.646551288434726
2002-05-20,12.251513739418609,15.019103480032461,12.231815828153357,16.35050323251634,6.156983369459971,11.251147728599205,12.719854759252962
2002-05-21,14.590309926390473,13.952948396947178,7.09598334393949,32.05926514756999,8.968704617765043,16.52429214984316,22.907368259713984
2002-05-22,13.741445942128008,14.639432723425875,12.493293230756676,42.75490573800714,9.777581877534534,12.32600017189816,11.699314496750516
2002-05-23,17.283926523477973,8.762708947918394,9.513478213195986,25.45854617016773,19.489941110103995,12.635689233419637,17.62553558549556
2002-05-24,8.127267211949919,10.972541482071874,21.051769169322,16.40503528054314,15.990973673075203,10.78711601726638,12.547165686132114
2002-05-27,11.928665107809328,6.419714918993165,15.12119509978801,36.51441179283282,28.001419562058988,11.2241325247107,12.547165686132114
2002-05-28,25.473536152241344,23.700226401173285,7.164647631052641,24.293993550455692,28.873223693727603,12.530479989522453,17.668344606578636
2002-05-29,7.706402349456963,26.497402975391605,10.706745301001247,28.36990728330342,20.431090124252922,7.769924960769202,5.411395172874394
2002-05-30,15.492302096089924,17.531729806725043,15.467282149101532,29.660368154774524,25.12125633521179,12.969654949949685,19.958047428849696
2002-05-31,8.612980715924758,21.455207879513118,19.970180104128744,34.797095385926596,20.485837268023875,10.738553302572807,19.956602148764397
2002-06-03,8.612980715924758,13.539450820903792,8.350263800635066,31.119065586059573,12.956710203339957,6.025331257471718,28.0321813221538
2002-06-04,8.612980715924758,13.551169889968753,21.766878356146528,27.9305397932886,14.490594401314622,12.218769269579289,21.06713159444869
2002-06-05,22.159761598440667,19.93398903094892,13.253358768199833,17.397698350385877,14.974533273074286,6.320459405761804,10.911739480170548
2002-06-06,16.811828101833903,27.448287122054243,20.94903702704662,18.84320862880676,17.704628024034378,16.14112284106173,19.961506123689063
2002-06-07,29.267721884866855,27.81264413300926,12.191653490887903,19.652115334909965,25.389836824884437,21.057606412259737,28.242277912710335
2002-06-10,12.215297958229957,21.505548977294595,15.40196923523039,17.85719883245821,12.1860590589309,16.450678545330234,16.97184554998898
2002-06-11,15.81158904997938,15.86675939124598,13.96883381712272,21.20486012755195,17.511864773642756,25.298527704052205,29.64515281369362
2002-06-12,13.019135208534314,10.673861161444762,16.428333566824254,18.41374611913849,31.70403936708176,24.928251817040998,25.529178402169165
2002-06-13,29.041120230262905,15.70008775598043,23.025469087450766,21.071783988838583,24.193924613381423,29.629278113829706,17.099968008732
2002-06-14,50.85446126284431,19.791406190413806,16.810185178587993,20.522805218737965,24.952341120318003,35.224296959609,39.65396748213218
2002-06-17,22.442756541056976,14.14801668832639,34.45460288220654,23.90187578699406,21.970376208624455,24.340392713663455,20.868128385255932
2002-06-18,18.330552790816693,15.785988410570987,17.184830557446514,22.227782368136534,16.97521053981077,30.478460496748216,13.410565815818899
2002-06-19,22.44446026337277,20.122020990299625,28.788552243511923,63.07982256003517,31.649074490382105,21.306529920933386,18.17857543888082
2002-06-20,28.188378173732136,16.076943015096955,37.3489290346751,25.886556160552626,20.11989691903159,31.469713931203053,20.336447650623967
2002-06-21,41.05911045066241,11.781781615461753,15.377872377782035,41.102636690964104,18.16329300662301,56.73200087978506,20.646754720676554
2002-06-24,28.26409330769819,19.58528055530819,36.08730652513427,33.170926047419805,19.897031373565035,35.40814694408394,44.391898041157106
2002-06-25,22.71522222885588,25.85990129567427,23.33361099178348,36.10371940038398,15.870705665090526,17.462920772249976,40.272165581247
2002-06-26,52.2574455584983,44.21552269814514,25.262687541343066,43.99865581226639,38.14676809230257,32.11016957157779,35.767270572148256
2002-06-27,21.086919550348288,27.130510333612673,19.87381367980063,34.38537910526086,13.91841307420845,38.222822219897004,32.7203045674791
2002-06-28,18.97812617300206,28.470361451345305,21.829936153583837,36.40311707405571,18.582525953958367,25.413024592179568,19.11139330693984
2002-07-01,25.444421623968687,13.984795958787805,16.725104299448066,39.315248903097334,14.191068172380984,34.96646178902799,28.84857736084116
2002-07-02,30.68149450489522,15.627958732026645,31.543739256464992,42.209093670440765,9.519301365198562,17.350507630244774,22.218292317438465
2002-07-03,38.57470034335498,27.0312900644186,35.66749343505925,37.46513998978118,16.8570532369941,35.909468872439064,28.076185985132092
2002-07-04,13.381125186280515,6.1433304494493735,17.10082336572933,24.433300581472306,14.318648400560521,15.702757924109106,28.076185985132092
2002-07-05,25.257229656671047,23.139420144699578,19.653077922080513,42.64286732438538,20.674142248694835,19.71951168321944,26.718685791207598
2002-07-08,19.261237736595362,11.776212090602252,30.340075019727568,35.904604853703454,13.938542877434756,22.498966227610488,25.632757820393188
2002-07-09,41.36102569290585,22.098841809298747,20.385797113779475,23.431049502455085,16.749486232834077,28.259018863413708,27.486716926630915
2002-07-10,20.215774695344116,24.99720658283247,26.074737108210684,21.725133574827538,9.813887989952834,18.527392158347418,34.77198557600295
2002-07-11,32.43016533979515,21.4811798029106,17.56879742503962,17.037067108388886,24.766047450003782,27.25147948673716,42.5988078905488
2002-07-12,56.24422320849022,16.853550758339107,16.463551001538207,23.85210560995005,11.391229099570168,56.206732078228804,30.383346113963906
2002-07-15,70.35533288472452,32.07910784387073,12.677933875702449,34.327353011475395,9.166789929365414,49.20367558205941,70.68889567819556
2002-07-16,77.5011592156481,15.854054174123627,33.62139446927721,39.20444652461153,17.89855723570534,83.77718825560434,24.726082563246006
2002-07-17,63.54796350088214,10.041641699290672,29.20907849634679,28.874439042852618,14.48582658873516,47.89567845613731,48.265845578163415
2002-07-18,32.38313183478,15.221803404847229,17.935473725380987,17.08585627146036,13.794223317884278,34.40161170509982,28.37949769671865
2002-07-19,34.978479932126355,11.29608920818986,22.116505103318197,31.512044124045545,11.100748870671312,26.452681448976058,44.30838654196985
2002-07-22,37.43916154155074,35.06354123703119,41.39467876260684,32.803334341974285,16.077249184077893,63.047887955265224,56.11155215405207
2002-07-23,71.32313367025596,34.9341816354916,34.16424012407769,48.03372014807831,10.42262169017792,84.45505711009204,43.76954475735999
2002-07-24,83.83441448592191,56.86024451487107,25.57284385496093,21.39180945677504,27.94119790978087,71.3452643652915,98.95546164254742
2002-07-25,35.98297477755945,33.69488015780005,30.996274176271644,29.24657003122975,27.707701559228028,40.637944027943846,63.245791211429456
2002-07-26,60.859325708006665,29.368898238486036,31.4935355530481,60.07389769841396,27.200805799060245,66.43892723639063,19.840809906487763
2002-07-29,33.41211854490799,29.22725476662698,31.31679144154954,25.341624774303018,16.148214799902476,50.48488406847941,38.852890072612134
2002-07-30,45.63747475856092,16.345417913156606,19.96497204956187,17.48326822055016,9.425553658865017,46.16021140926617,39.06112466100543
2002-07-31,41.45437734362185,18.08409067104292,15.8242954238451,15.965353354145714,10.977982842973507,66.52588450152122,32.02147549131224
2002-08-01,55.893641607742936,35.16016094395777,20.361389860402735,30.048698361413255,11.035270888804233,43.59092592847033,28.207852280790902
2002-08-02,25.847542193840418,31.452473517457026,22.877212514494115,27.3541736433138,20.581426417235907,53.601566056741355,41.481785399644636
2002-08-05,40.92852227883259,27.65598421144847,18.36871451355152,30.475961893830128,15.39464590085205,30.275396719397385,29.303227356165145
2002-08-06,72.36310997854302,39.88560377761844,22.474249711852533,17.785954747965953,15.550375486439238,93.23897366790217,55.36282010264662
2002-08-07,45.69933877028867,21.82340485213613,24.446547627970403,22.186234274462677,17.26030781042442,61.24498344169291,32.110411688387195
2002-08-08,25.865004016003805,28.118389284109647,28.141724181510913,19.96416427704892,19.014651718851724,30.83791806347295,29.33172698761085
2002-08-09,37.18560856735882,16.07259828723802,21.370771713558863,25.541190001702567,16.53595269209102,55.28379027883755,33.663019537762395
2002-08-12,22.56045735311289,10.163551016277635,13.795312959498062,20.78416542024153,22.054503035485705,30.729495945772005,24.689947839228747
2002-08-13,33.670458528466334,24.03524146314201,21.914374169711067,20.620701925847438,24.77642787606287,43.33624357214303,35.36741452438296
2002-08-14,24.85660664398036,34.53772556390243,9.173904883469513,24.547829279069532,21.046506406430105,34.04775496783879,50.42181184098591
2002-08-15,37.20162969280272,11.26311018869378,14.533295662103557,28.334115291190603,20.914911300903192,21.13552609363396,18.39527975789636
2002-08-16,31.277111532737038,25.412769441483373,20.606633282021267,23.726527412614697,19.118394734582015,37.149953285763765,29.098534601836008
2002-08-19,30.13099163852085,21.57471918089727,33.7249474555867,29.442903289694005,13.48248835758265,31.651816440203184,22.508219161866162
2002-08-20,24.364157671132936,16.21540851455746,20.898261481580075,17.033250689819287,14.12740341737255,38.18985198466802,22.59139103938697
2002-08-21,37.6329799336993,9.844343381572108,23.540224180152965,22.841360408104777,12.97680759893709,43.88563068642829,26.234836954518837
2002-08-22,13.169211021787921,18.887484952682904,38.70369746333071,16.120811103476377,18.49913342538651,30.892817451707167,21.625127808722887
2002-08-23,16.915589914356136,14.138810977575526,16.182882081257794,24.867885086410606,13.734008379898913,18.985248965072092,25.968518346607166
2002-08-26,16.915589914356136,18.72215197971957,41.25396856965946,12.366907541872864,8.729946092984013,29.924507803671535,29.156002657554765
2002-08-27,29.545836442405072,24.830002837715135,20.811348290830797,16.74093597030008,15.727177950843863,26.364769325038136,34.10504182296736
2002-08-28,29.719945890830736,16.972097989485846,23.031865420560383,25.03466544115142,24.59420766930348,26.186750409575566,24.551393598046293
2002-08-29,25.71318172338189,29.377428474234353,18.82729030188413,13.62512967508908,10.541093115615578,28.71214491161595,32.75428889892678
2002-08-30,28.15989274022055,17.91992883059343,22.15360214562534,24.632358537417584,13.930949937641351,30.910426159763166,27.432471669161
2002-09-02,19.89080753885138,10.382830421818559,10.040604233041286,17.547559963156118,11.460075761500764,16.78361341463678,27.432471669161
2002-09-03,47.98707214541363,28.165099899866615,24.33114335334465,20.298471099028042,13.242213752178083,35.15400971279152,32.82750741358047
2002-09-04,28.36246467579705,13.504236682264484,24.619528703235503,22.181316062283404,22.763412438582822,44.82358837717902,24.767961872480345
2002-09-05,51.32778770975632,9.127250852625632,31.416946854932533,11.992768708069084,8.18686179434995,43.14420107837337,31.08615500542797
2002-09-06,46.155075188692315,9.92765491412207,28.103998724134893,22.156482497023728,15.496645757298733,32.85447528792965,24.41464345036892
2002-09-09,21.036308707571983,19.386516964648067,16.73468837503985,29.604586991957344,7.187579980347126,27.769024517286823,36.455695045993636
2002-09-10,21.575506708102974,8.895088204699597,26.63652800109236,12.127204482099096,12.585715479976326,16.91679387015284,11.684967157746682
2002-09-11,37.98860041611491,16.700310457497693,11.693137999787888,15.777824408526861,8.274470062443992,44.53970621479751,23.950699018786096
2002-09-12,26.22170352237253,5.752405276977826,27.588297948414088,22.02609129862763,22.57535532136159,22.812259716483165,24.201710887081838
2002-09-13,50.531359160038626,5.450903232159318,21.517212720273747,16.732908937885355,9.293593700103031,49.307613146190235,24.688001444079518
2002-09-16,31.31796691715093,11.752454170995943,26.96072722428895,29.94636912821794,21.232875576077674,31.037012805886715,20.57714762416128
2002-09-17,46.535479163291164,18.081226889686754,23.25606049828692,27.39844674336066,9.270343378463172,44.650474992445716,41.72688318088683
2002-09-18,29.86606087172275,21.007825245812185,39.25169136950436,19.142415963806243,9.015383996538864,22.026098275044532,33.703670641900416
2002-09-19,39.01464343494227,41.8542496757557,39.53887093831282,26.108543093405036,13.333492018326304,40.60487194575628,23.24232334039154
2002-09-20,110.27331422228492,19.681729282529222,31.277356290015085,27.04667684346805,13.991611947478805,52.88407980032305,16.78769340356561
2002-09-23,66.22523426842734,24.002052608733017,30.646712318156442,24.460154703057256,8.087727439126976,67.41780410442809,28.581528140135216
2002-09-24,53.356290774888635,15.176084837510947,30.132635280799096,22.939528094502748,18.68248996246637,66.09540951259585,18.3678565021673
2002-09-25,55.44755056869805,24.106953976794678,36.52148064281712,31.854915549273283,25.786543382707265,70.56306730975614,32.14941689404521
2002-09-26,30.190013186610344,35.033470036581775,16.976111831385495,30.9941137542472,13.929311952661076,34.37894410122772,17.953879410846323
2002-09-27,27.20696455727974,25.063493261325075,18.133627178678815,24.634598925818633,9.369182130503715,33.255460337754414,25.867229295001888
2002-09-30,66.31026784392547,23.01748717871644,22.77227786029489,19.772061182203743,13.787124988027678,34.113438925219555,43.66407279161359
2002-10-01,36.27695404703673,34.97832305447477,15.012608451613122,16.991837127288946,10.265935372134942,47.013793090141284,36.4626680436058
2002-10-02,32.52672585987521,31.89568009693053,26.48596713620487,27.843067589799062,8.644836455127008,32.473387581372315,36.08784509881868
2002-10-03,37.39533067511322,18.295326220290583,19.12099292928142,39.07214804562207,10.4672564620476,21.592522308780215,36.45901105831085
2002-10-04,26.83083214234167,12.675777049991375,19.951550014102196,32.763200892306884,14.959629905489091,42.9917340366792,48.076545401541956
2002-10-07,28.210288939784352,25.724796591598242,29.534901775906725,20.639080997039436,9.149017978855051,23.40317576750142,38.21319691767
2002-10-08,40.35503412888246,13.063476405134935,20.060116060350808,20.458139500267773,7.05446724279835,39.96786861176213,47.98107584216142
2002-10-09,27.558794592726894,11.205560831670013,19.959033771187777,24.80743234917475,9.476518814030022,52.692691417054064,23.557911500810434
2002-10-10,42.96373023543233,13.660259338656738,49.044962489363684,45.70344910460938,9.706330938095057,44.04702696177477,53.71855381366372
2002-10-11,33.61506170733411,17.24273134067296,20.940499651263842,59.12442268547665,14.166100686706324,36.49377513013844,49.14428333252337
2002-10-14,29.355056275625607,13.556788023242309,25.090304286513256,23.956508378825742,15.463099439944003,45.104367538887814,25.496790820118132
2002-10-15,36.37195667390478,21.67488627461039,25.4609072161771,45.09542576256022,20.260549781819606,41.260269857278736,34.118817278706466
2002-10-16,46.05298527654575,14.18516316054336,22.495514776156796,20.671624800852616,14.699757195926988,62.249974196589584,27.98656985134948
2002-10-17,30.411701988709467,13.105018587766985,20.908408772966443,44.148286176482486,21.45158138221765,34.23555116024233,31.156530937765414
2002-10-18,39.884754655656685,7.18495128802476,11.568191015701233,31.359633632813395,30.885824294951814,43.78478026006242,31.54540017486422
2002-10-21,23.819677080752207,19.60033653985798,19.731043278786032,21.866038340228858,13.04940976964995,28.47728503992818,38.74819718086836
2002-10-22,25.407235040508088,13.21086390417802,23.406438722778717,54.00749165178914,12.770940740203015,27.797555839515205,24.21501798826144
2002-10-23,44.00070206701635,12.27092090529158,40.38447991855689,48.31163672642005,15.430067224620744,37.89720080180125,34.72552521290749
2002-10-24,20.10025078720079,16.89277481802405,26.199517096533313,30.953676791138534,18.0107506411278,34.128092379712946,33.034896248591004
2002-10-25,24.646526125416962,6.26866139006486,17.72127065003594,29.952429736588943,11.457747855915859,37.666030736146666,25.695086384422595
2002-10-28,31.229694174952545,12.125512930968164,30.740280659745178,25.676905833475246,16.53072996691077,39.07399892083478,31.89634513277592
2002-10-29,38.51740293497194,16.218213129234556,17.257628508309843,21.276891399419,15.502432287653253,37.15335941457141,34.804684410346795
2002-10-30,13.27983045215902,17.458424070234518,32.377854707597514,36.24573388097758,13.777418174706927,38.084991230400966,22.735882062582945
2002-10-31,31.049308889794414,9.852827816348372,31.730098661910024,34.691096354295205,12.795007522340176,24.356827141150138,29.430962507518437
2002-11-01,27.690727578829243,13.944222756180466,20.156679100664142,22.062850044416173,12.404105887826214,26.159991229005115,35.14266472977977
2002-11-04,27.408998815570364,23.95390115821898,23.572481130857533,23.279941562870434,15.171100766591882,20.234495989429675,35.21058603626639
2002-11-05,21.65468926871951,14.161099504125637,25.654461946315177,25.186354666402277,20.595473210255978,20.618812781940825,14.12496929901503
2002-11-06,28.518137705442708,9.969420874852956,29.212762598784664,16.61432735602124,8.634512377221126,25.692793911543788,29.865787523034825
