,uk,mexico,japan,korea,thailand,switzerland,us,Directional FROM others
uk,63.78376255173864,3.1903176285238395,2.296486800036558,2.1719441708006224,0.11925836414196325,19.962880990647676,8.4753494941107,36.21623744826136
mexico,1.2770034817113216,85.8279872045567,1.72431243311106,1.2859076470446,1.0058182099315482,0.4986727534043638,8.380298270240395,14.172012795443294
japan,0.2008901792261127,0.373658746921661,92.28832524752521,6.023187893914837,0.761487583726827,0.240628145251976,0.1118222034333885,7.711674752474792
korea,0.3102370609949944,0.14193132889579363,0.26534928684951753,97.37123580760289,0.7646737789282212,0.4107041123578209,0.7358686243707717,2.6287641923971137
thailand,0.3176279399911967,0.13828125311027645,0.25728690576253327,0.12017506775439143,98.8701388195792,0.19269295286813817,0.10379706093425513,1.1298611804208036
switzerland,1.2094801614815767,0.8572623600229503,0.33490380503264194,0.6365781983947023,0.02982235599981462,94.4955474897753,2.436405629293005,5.504452510224695
us,2.9626219170896353,0.8549428479619203,1.0984236489417916,1.393419685882918,0.2588274997284078,1.8110200668570413,91.62074433353828,8.379255666461717
Directional TO others,29.938376707766523,8.61561863000685,1.7349118727407102,-9.002448471394956,-1.8100266120359834,-17.612146511162322,-11.864285615920807,24.257741454316232
Total Spillover Index,25.106036935097677,25.106036935097677,25.106036935097677,25.106036935097677,25.106036935097677,25.106036935097677,25.106036935097677,25.106036935097677
